,Parcel ID,Address,sale_date,sale_price,yr_built,square_feet,full_address,unique_ID,price_sf,sale_year,year,month,year-month,url,lat,long
4440,72822014,120 GRAE CT,6/27/18,595474,2018,4295,120%20Grae%20Ct%20Fayette%20County%20GA,072822014-6/27/2018-595474.0,138.643539,2018,2018,6,2018-6,https://www.google.com/maps/search/120%20Grae%20Ct%20Fayette%20County%20GA,33.4550259,-84.578099
4441,52220054,195 REHOBETH WAY,6/13/18,223000,2005,1648,195%20Rehobeth%20Way%20Fayette%20County%20GA,052220054-6/13/2018-223000.0,135.315534,2018,2018,6,2018-6,https://www.google.com/maps/search/195%20Rehobeth%20Way%20Fayette%20County%20GA,33.4526804,-84.4866694
4442,73107019,38 FAIRWAY LN,6/29/18,106000,1975,1524,38%20Fairway%20Ln%20Fayette%20County%20GA,073107019-6/29/2018-106000.0,69.55380577,2018,2018,6,2018-6,https://www.google.com/maps/search/38%20Fairway%20Ln%20Fayette%20County%20GA,33.4063601,-84.5824404
4443,61117026,504 RIDGEFIELD DR,6/22/18,160000,1988,1382,504%20Ridgefield%20Dr%20Fayette%20County%20GA,061117026-6/22/2018-160000.0,115.7742402,2018,2018,6,2018-6,https://www.google.com/maps/search/504%20Ridgefield%20Dr%20Fayette%20County%20GA,33.3816256,-84.5592718
4444,73413021,320 WALNUT GROVE DR,6/20/18,380000,1987,2619,320%20Walnut%20Grove%20Dr%20Fayette%20County%20GA,073413021-6/20/2018-380000.0,145.0935472,2018,2018,6,2018-6,https://www.google.com/maps/search/320%20Walnut%20Grove%20Dr%20Fayette%20County%20GA,33.4143114,-84.5976391
685,73529001,1101 MAYBECK WAY,10/28/21,588666,2021,3320,1101%20Maybeck%20Way%20Fayette%20County%20GA,073529001-10/28/2021-588666.0,177.3090361,2021,2021,10,2021-10,https://www.google.com/maps/search/1101%20Maybeck%20Way%20Fayette%20County%20GA,33.43673182,-84.60585527
4446,54215002,240 NAVARRE DR,6/18/18,349600,2017,3905,240%20Navarre%20Dr%20Fayette%20County%20GA,054215002-6/18/2018-349600.0,89.5262484,2018,2018,6,2018-6,https://www.google.com/maps/search/240%20Navarre%20Dr%20Fayette%20County%20GA,33.498229,-84.5000592
4447,44209009,190 GLADYS LN,6/5/18,335000,2000,2375,190%20Gladys%20Ln%20Fayette%20County%20GA,044209009-6/5/2018-335000.0,141.0526316,2018,2018,6,2018-6,https://www.google.com/maps/search/190%20Gladys%20Ln%20Fayette%20County%20GA,33.3612383,-84.4304574
4448,72513008,120 CALVERTON LN,6/12/18,375870,2018,3593,120%20Calverton%20Ln%20Fayette%20County%20GA,072513008-6/12/2018-375870.0,104.6117451,2018,2018,6,2018-6,https://www.google.com/maps/search/120%20Calverton%20Ln%20Fayette%20County%20GA,33.5144653,-84.5828288
4449,73310014,127 CROWN CT,6/11/18,475000,2005,2810,127%20Crown%20Ct%20Fayette%20County%20GA,073310014-6/11/2018-475000.0,169.0391459,2018,2018,6,2018-6,https://www.google.com/maps/search/127%20Crown%20Ct%20Fayette%20County%20GA,33.3937088,-84.6025637
